PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(64, 128, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(128, 1024, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1024, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=40, bias=True)
)
Train: 0, time: 7.183248, loss: 2.906786, train acc: 0.363499, train avg acc: 0.200854
Validation: 0, time: 7.183248, loss: 2.329001, validation acc: 0.589382, validation avg acc: 0.371732
Train: 1, time: 7.397976, loss: 2.472372, train acc: 0.521143, train avg acc: 0.338002
Validation: 1, time: 7.397976, loss: 2.094673, validation acc: 0.677681, validation avg acc: 0.481284
Train: 2, time: 7.405877, loss: 2.311085, train acc: 0.594215, train avg acc: 0.421816
Validation: 2, time: 7.405877, loss: 1.962673, validation acc: 0.737270, validation avg acc: 0.576066
Train: 3, time: 7.410746, loss: 2.220707, train acc: 0.628137, train avg acc: 0.465187
Validation: 3, time: 7.410746, loss: 1.891534, validation acc: 0.748104, validation avg acc: 0.583353
Train: 4, time: 7.374323, loss: 2.145213, train acc: 0.652416, train avg acc: 0.494756
Validation: 4, time: 7.374323, loss: 1.873240, validation acc: 0.752438, validation avg acc: 0.593376
Train: 5, time: 7.301732, loss: 2.098863, train acc: 0.680646, train avg acc: 0.529668
Validation: 5, time: 7.301732, loss: 1.834059, validation acc: 0.782774, validation avg acc: 0.648282
Train: 6, time: 7.479025, loss: 2.056844, train acc: 0.693541, train avg acc: 0.548093
Validation: 6, time: 7.479025, loss: 1.808937, validation acc: 0.791441, validation avg acc: 0.657419
Train: 7, time: 7.269320, loss: 2.040539, train acc: 0.699814, train avg acc: 0.555828
Validation: 7, time: 7.269320, loss: 1.798566, validation acc: 0.791983, validation avg acc: 0.667052
Train: 8, time: 7.270332, loss: 2.011966, train acc: 0.711896, train avg acc: 0.573175
Validation: 8, time: 7.270332, loss: 1.771761, validation acc: 0.805525, validation avg acc: 0.680275
Train: 9, time: 7.116775, loss: 1.992504, train acc: 0.715962, train avg acc: 0.581029
Validation: 9, time: 7.116775, loss: 1.749908, validation acc: 0.826111, validation avg acc: 0.715560
Train: 10, time: 7.128421, loss: 1.980394, train acc: 0.720609, train avg acc: 0.586598
Validation: 10, time: 7.128421, loss: 1.738076, validation acc: 0.820693, validation avg acc: 0.706299
Train: 11, time: 7.382121, loss: 1.959373, train acc: 0.736292, train avg acc: 0.609149
Validation: 11, time: 7.382121, loss: 1.750677, validation acc: 0.821777, validation avg acc: 0.708693
Train: 12, time: 7.389862, loss: 1.936739, train acc: 0.742100, train avg acc: 0.614153
Validation: 12, time: 7.389862, loss: 1.736501, validation acc: 0.825569, validation avg acc: 0.711669
Train: 13, time: 7.404869, loss: 1.929637, train acc: 0.748025, train avg acc: 0.625758
Validation: 13, time: 7.404869, loss: 1.723320, validation acc: 0.829902, validation avg acc: 0.723302
Train: 14, time: 7.288887, loss: 1.917190, train acc: 0.752207, train avg acc: 0.634734
Validation: 14, time: 7.288887, loss: 1.698172, validation acc: 0.841820, validation avg acc: 0.735768
Train: 15, time: 7.115606, loss: 1.909720, train acc: 0.758713, train avg acc: 0.636776
Validation: 15, time: 7.115606, loss: 1.721956, validation acc: 0.819610, validation avg acc: 0.717287
Train: 16, time: 6.997114, loss: 1.899707, train acc: 0.753834, train avg acc: 0.632530
Validation: 16, time: 6.997114, loss: 1.701701, validation acc: 0.835320, validation avg acc: 0.739175
Train: 17, time: 7.341457, loss: 1.888655, train acc: 0.761501, train avg acc: 0.643254
Validation: 17, time: 7.341457, loss: 1.680970, validation acc: 0.850488, validation avg acc: 0.745256
Train: 18, time: 7.524708, loss: 1.880091, train acc: 0.768587, train avg acc: 0.652200
Validation: 18, time: 7.524708, loss: 1.695117, validation acc: 0.840195, validation avg acc: 0.754880
Train: 19, time: 7.228873, loss: 1.868176, train acc: 0.771724, train avg acc: 0.658220
Validation: 19, time: 7.228873, loss: 1.702444, validation acc: 0.830986, validation avg acc: 0.729467
Train: 20, time: 7.417390, loss: 1.867043, train acc: 0.771375, train avg acc: 0.657145
Validation: 20, time: 7.417390, loss: 1.712252, validation acc: 0.836403, validation avg acc: 0.722058
Train: 21, time: 7.364796, loss: 1.871905, train acc: 0.769284, train avg acc: 0.654081
Validation: 21, time: 7.364796, loss: 1.702545, validation acc: 0.828277, validation avg acc: 0.733662
Train: 22, time: 7.062768, loss: 1.860847, train acc: 0.773699, train avg acc: 0.662751
Validation: 22, time: 7.062768, loss: 1.670956, validation acc: 0.851029, validation avg acc: 0.755249
Train: 23, time: 7.005812, loss: 1.848307, train acc: 0.779507, train avg acc: 0.673516
Validation: 23, time: 7.005812, loss: 1.699503, validation acc: 0.840737, validation avg acc: 0.727851
Train: 24, time: 7.288344, loss: 1.844230, train acc: 0.779740, train avg acc: 0.669659
Validation: 24, time: 7.288344, loss: 1.668043, validation acc: 0.851571, validation avg acc: 0.753524
Train: 25, time: 7.272333, loss: 1.839051, train acc: 0.780088, train avg acc: 0.671551
Validation: 25, time: 7.272333, loss: 1.662583, validation acc: 0.862947, validation avg acc: 0.776722
Train: 26, time: 7.153799, loss: 1.830205, train acc: 0.787872, train avg acc: 0.686060
Validation: 26, time: 7.153799, loss: 1.639733, validation acc: 0.861322, validation avg acc: 0.778781
Train: 27, time: 7.134337, loss: 1.824163, train acc: 0.790428, train avg acc: 0.681272
Validation: 27, time: 7.134337, loss: 1.669662, validation acc: 0.848321, validation avg acc: 0.749588
Train: 28, time: 7.224112, loss: 1.819008, train acc: 0.790660, train avg acc: 0.685926
Validation: 28, time: 7.224112, loss: 1.632251, validation acc: 0.869989, validation avg acc: 0.799100
Train: 29, time: 7.078470, loss: 1.811736, train acc: 0.793913, train avg acc: 0.689944
Validation: 29, time: 7.078470, loss: 1.638527, validation acc: 0.860238, validation avg acc: 0.769761
Train: 30, time: 7.354650, loss: 1.807881, train acc: 0.796585, train avg acc: 0.695421
Validation: 30, time: 7.354650, loss: 1.668934, validation acc: 0.847237, validation avg acc: 0.772398
Train: 31, time: 7.518414, loss: 1.805603, train acc: 0.797979, train avg acc: 0.694273
Validation: 31, time: 7.518414, loss: 1.677748, validation acc: 0.846154, validation avg acc: 0.750920
Train: 32, time: 6.792882, loss: 1.802208, train acc: 0.805297, train avg acc: 0.709463
Validation: 32, time: 6.792882, loss: 1.649910, validation acc: 0.861863, validation avg acc: 0.781446
Train: 33, time: 7.041961, loss: 1.798480, train acc: 0.804020, train avg acc: 0.709361
Validation: 33, time: 7.041961, loss: 1.645701, validation acc: 0.855363, validation avg acc: 0.778812
Train: 34, time: 7.221477, loss: 1.800132, train acc: 0.798908, train avg acc: 0.697471
Validation: 34, time: 7.221477, loss: 1.626805, validation acc: 0.868906, validation avg acc: 0.782009
Train: 35, time: 7.345766, loss: 1.803084, train acc: 0.798559, train avg acc: 0.696679
Validation: 35, time: 7.345766, loss: 1.644964, validation acc: 0.860238, validation avg acc: 0.790729
Train: 36, time: 7.371893, loss: 1.785206, train acc: 0.807853, train avg acc: 0.709844
Validation: 36, time: 7.371893, loss: 1.639156, validation acc: 0.858072, validation avg acc: 0.778278
Train: 37, time: 7.385572, loss: 1.795914, train acc: 0.802045, train avg acc: 0.704466
Validation: 37, time: 7.385572, loss: 1.652846, validation acc: 0.852113, validation avg acc: 0.754317
Train: 38, time: 7.298662, loss: 1.780943, train acc: 0.809596, train avg acc: 0.714724
Validation: 38, time: 7.298662, loss: 1.615400, validation acc: 0.867822, validation avg acc: 0.796591
Train: 39, time: 7.345283, loss: 1.779053, train acc: 0.807853, train avg acc: 0.713934
Validation: 39, time: 7.345283, loss: 1.609037, validation acc: 0.861322, validation avg acc: 0.783894
Train: 40, time: 7.513209, loss: 1.768970, train acc: 0.812151, train avg acc: 0.716734
Validation: 40, time: 7.513209, loss: 1.620566, validation acc: 0.870531, validation avg acc: 0.780707
Train: 41, time: 7.356219, loss: 1.773979, train acc: 0.814243, train avg acc: 0.724256
Validation: 41, time: 7.356219, loss: 1.617611, validation acc: 0.862405, validation avg acc: 0.777230
